ExpID;Publication;PublicationName;IonExp;Cells;CellClass;CellOrigin;CellCycle;DNAcontent;PhotonRadiation;PhotonExp;Ion;Charge;IrradiationConditions;LET;Energy;ax_paper;bx_paper;ai_paper;bi_paper;ax_fit;bx_fit;ai_fit;bi_fit
165;13;furusawa00;10;V79;n;r;a;5,6;200kVp;1;3He;2;m;39,4;3,9;0,184;0,02;0,486;N/A;0,199699329;0,01897709;0,31767525;0,087621741
166;13;furusawa00;11;V79;n;r;a;5,6;200kVp;1;3He;2;m;50;2,83;0,184;0,02;0,561;N/A;0,199699329;0,01897709;0,400589979;0,147974405
167;13;furusawa00;12;V79;n;r;a;5,6;200kVp;1;3He;2;m;51,9;2,72;0,184;0,02;0,405;N/A;0,199699329;0,01897709;0,563668309;0,096481292
168;13;furusawa00;13;V79;n;r;a;5,6;200kVp;1;3He;2;m;52,3;2,7;0,184;0,02;0,496;N/A;0,199699329;0,01897709;0,616491494;0,094029479
169;13;furusawa00;14;V79;n;r;a;5,6;200kVp;1;3He;2;m;58,9;2,33;0,184;0,02;0,848;N/A;0,199699329;0,01897709;0,850695691;0,059127648
170;13;furusawa00;15;V79;n;r;a;5,6;200kVp;1;3He;2;m;61,9;2,16;0,184;0,02;0,56;N/A;0,199699329;0,01897709;0,5574306;0,151114522
171;13;furusawa00;16;V79;n;r;a;5,6;200kVp;1;3He;2;m;73,9;1,65;0,184;0,02;1,04;N/A;0,199699329;0,01897709;0,715975224;0,202308044
172;13;furusawa00;17;V79;n;r;a;5,6;200kVp;1;3He;2;m;74,6;1,62;0,184;0,02;1,105;N/A;0,199699329;0,01897709;0,877616967;0,21069439
173;13;furusawa00;18;V79;n;r;a;5,6;200kVp;1;3He;2;m;74,6;1,62;0,184;0,02;0,822;N/A;0,199699329;0,01897709;0,82353054;0,182393156
174;13;furusawa00;19;V79;n;r;a;5,6;200kVp;1;3He;2;m;90,8;1,27;0,184;0,02;0,956;N/A;0,199699329;0,01897709;1,191581031;0,127955665
175;13;furusawa00;20;V79;n;r;a;5,6;200kVp;1;3He;2;m;90,8;1,27;0,184;0,02;1,117;N/A;0,199699329;0,01897709;0,860516035;0,201359558
176;13;furusawa00;21;V79;n;r;a;5,6;200kVp;1;12C;6;m;22,5;126;0,184;0,02;0,227;N/A;0,199699329;0,01897709;0,295555745;0,034131082
177;13;furusawa00;22;V79;n;r;a;5,6;200kVp;1;12C;6;m;30;82,3;0,184;0,02;0,295;N/A;0,199699329;0,01897709;0,29390768;0,038669263
178;13;furusawa00;23;V79;n;r;a;5,6;200kVp;1;12C;6;m;31;78,6;0,184;0,02;0,427;N/A;0,199699329;0,01897709;0;0,103033038
179;13;furusawa00;24;V79;n;r;a;5,6;200kVp;1;12C;6;m;40,1;55,6;0,184;0,02;0,283;N/A;0,199699329;0,01897709;0;0,232828439
180;13;furusawa00;25;V79;n;r;a;5,6;200kVp;1;12C;6;m;40,6;54,8;0,184;0,02;0,619;N/A;0,199699329;0,01897709;0,619678236;0,025652928
181;13;furusawa00;26;V79;n;r;a;5,6;200kVp;1;12C;6;m;50,3;41,7;0,184;0,02;0,841;N/A;0,199699329;0,01897709;0,853024182;0,021732802
182;13;furusawa00;27;V79;n;r;a;5,6;200kVp;1;12C;6;m;57,6;35,4;0,184;0,02;0,549;N/A;0,199699329;0,01897709;0,550082014;0,074078074
183;13;furusawa00;28;V79;n;r;a;5,6;200kVp;1;12C;6;m;60;33,5;0,184;0,02;0,631;N/A;0,199699329;0,01897709;0,609772927;0,091978367
184;13;furusawa00;29;V79;n;r;a;5,6;200kVp;1;12C;6;m;78,5;25,2;0,184;0,02;1,027;N/A;0,199699329;0,01897709;1,024364181;0,022315746
185;13;furusawa00;30;V79;n;r;a;5,6;200kVp;1;12C;6;m;80,6;24,5;0,184;0,02;0,781;N/A;0,199699329;0,01897709;0,794604784;0,101627865
186;13;furusawa00;31;V79;n;r;a;5,6;200kVp;1;12C;6;m;88;21,9;0,184;0,02;0,971;N/A;0,199699329;0,01897709;0,96593322;0,058424823
187;13;furusawa00;32;V79;n;r;a;5,6;200kVp;1;12C;6;m;102;18,1;0,184;0,02;1,066;N/A;0,199699329;0,01897709;1,037410175;0,065489472
188;13;furusawa00;33;V79;n;r;a;5,6;200kVp;1;12C;6;m;117;14,9;0,184;0,02;1,315;N/A;0,199699329;0,01897709;1,311704463;0,0310185
189;13;furusawa00;34;V79;n;r;a;5,6;200kVp;1;12C;6;m;127;13,9;0,184;0,02;1,08;N/A;0,199699329;0,01897709;1,076430875;0,022680024
190;13;furusawa00;35;V79;n;r;a;5,6;200kVp;1;12C;6;m;137;12,9;0,184;0,02;1,477;N/A;0,199699329;0,01897709;1,491689835;0
191;13;furusawa00;36;V79;n;r;a;5,6;200kVp;1;12C;6;m;142;12,4;0,184;0,02;1,446;N/A;0,199699329;0,01897709;1,433165901;0
192;13;furusawa00;37;V79;n;r;a;5,6;200kVp;1;12C;6;m;152;11,4;0,184;0,02;1,368;N/A;0,199699329;0,01897709;0,952426907;0,110619525
193;13;furusawa00;38;V79;n;r;a;5,6;200kVp;1;12C;6;m;206;7,6;0,184;0,02;1,323;N/A;0,199699329;0,01897709;1,297946063;0
194;13;furusawa00;39;V79;n;r;a;5,6;200kVp;1;12C;6;m;232;6,37;0,184;0,02;1,064;N/A;0,199699329;0,01897709;0,865986697;0,064960154
195;13;furusawa00;40;V79;n;r;a;5,6;200kVp;1;12C;6;m;255;5,64;0,184;0,02;1,07;N/A;0,199699329;0,01897709;1,070057092;0
196;13;furusawa00;41;V79;n;r;a;5,6;200kVp;1;12C;6;m;276;5,09;0,184;0,02;1,091;N/A;0,199699329;0,01897709;1,083835997;0,045863284
197;13;furusawa00;42;V79;n;r;a;5,6;200kVp;1;12C;6;m;360;3,42;0,184;0,02;1,07;N/A;0,199699329;0,01897709;1,005312845;0,013063634
198;13;furusawa00;43;V79;n;r;a;5,6;200kVp;1;12C;6;m;432;2,55;0,184;0,02;0,844;N/A;0,199699329;0,01897709;0,814579696;0,00369264
199;13;furusawa00;44;V79;n;r;a;5,6;200kVp;1;12C;6;m;493;1,98;0,184;0,02;0,837;N/A;0,199699329;0,01897709;0,965255007;-0,032248963
200;13;furusawa00;45;V79;n;r;a;5,6;200kVp;1;12C;6;m;502;1,92;0,184;0,02;0,779;N/A;0,199699329;0,01897709;0,92630067;-0,018657929
201;13;furusawa00;46;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;62,1;130;0,184;0,02;0,511;N/A;0,199699329;0,01897709;0,545973453;0,063335008
202;13;furusawa00;47;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;62,1;130;0,184;0,02;0,286;N/A;0,199699329;0,01897709;0,283321816;0,078290334
203;13;furusawa00;48;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;62,2;129;0,184;0,02;0,634;N/A;0,199699329;0,01897709;0,629830253;0,029593807
204;13;furusawa00;49;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;80;84,2;0,184;0,02;0,555;N/A;0,199699329;0,01897709;0,555984779;0,085457824
205;13;furusawa00;50;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;84,6;78,6;0,184;0,02;0,672;N/A;0,199699329;0,01897709;0,671021783;0,062877126
206;13;furusawa00;51;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;96,9;68,1;0,184;0,02;0,761;N/A;0,199699329;0,01897709;0,557522913;0,148367576
207;13;furusawa00;52;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;110;57,5;0,184;0,02;0,774;N/A;0,199699329;0,01897709;0,359437808;0,171758715
208;13;furusawa00;53;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;146;38,4;0,184;0,02;1,087;N/A;0,199699329;0,01897709;1,088449093;0,029457858
209;13;furusawa00;54;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;158;35,7;0,184;0,02;1,225;N/A;0,199699329;0,01897709;0,883873169;0,1016551
210;13;furusawa00;55;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;178;31,1;0,184;0,02;1,259;N/A;0,199699329;0,01897709;0,923384493;0,071984039
211;13;furusawa00;56;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;182;30,2;0,184;0,02;1,169;N/A;0,199699329;0,01897709;0,809261569;0,102128391
212;13;furusawa00;57;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;219;24,7;0,184;0,02;1,15;N/A;0,199699329;0,01897709;0,843531359;0,090698933
213;13;furusawa00;58;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;239;21,7;0,184;0,02;1,299;N/A;0,199699329;0,01897709;1,297378113;0
214;13;furusawa00;59;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;277;18,2;0,184;0,02;1,048;N/A;0,199699329;0,01897709;0,916354159;0,014827509
215;13;furusawa00;60;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;287;17,5;0,184;0,02;1,212;N/A;0,199699329;0,01897709;1,215192568;0
216;13;furusawa00;61;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;373;12,8;0,184;0,02;0,968;N/A;0,199699329;0,01897709;0,826593906;0,024229062
217;13;furusawa00;62;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;528;7,71;0,184;0,02;0,675;N/A;0,199699329;0,01897709;0,482248071;0,02339623
218;13;furusawa00;63;V79;n;r;a;5,6;200kVp;1;20Ne;10;m;569;7,1;0,184;0,02;0,409;N/A;0,199699329;0,01897709;0,397457932;0
219;13;furusawa00;64;HSG;t;h;a;6;200kVp;2;3He;2;m;18,5;10,2;0,313;0,0615;0,543;N/A;0,34757577;0,057185685;0,536974515;0,063674752
220;13;furusawa00;65;HSG;t;h;a;6;200kVp;2;3He;2;m;18,6;10,1;0,313;0,0615;0,523;N/A;0,34757577;0,057185685;0,519658383;0,099652256
221;13;furusawa00;66;HSG;t;h;a;6;200kVp;2;3He;2;m;23,6;7,48;0,313;0,0615;0,662;N/A;0,34757577;0,057185685;0,657477757;0,068793206
222;13;furusawa00;67;HSG;t;h;a;6;200kVp;2;3He;2;m;24;7,3;0,313;0,0615;0,851;N/A;0,34757577;0,057185685;0,852159405;0,075912976
223;13;furusawa00;68;HSG;t;h;a;6;200kVp;2;3He;2;m;32,4;4,99;0,313;0,0615;1,221;N/A;0,34757577;0,057185685;1,212339365;0
224;13;furusawa00;69;HSG;t;h;a;6;200kVp;2;3He;2;m;33;4,89;0,313;0,0615;1,309;N/A;0,34757577;0,057185685;1,278078235;0,035638318
225;13;furusawa00;70;HSG;t;h;a;6;200kVp;2;3He;2;m;46;3,12;0,313;0,0615;1,738;N/A;0,34757577;0,057185685;1,741446624;0,033342664
226;13;furusawa00;71;HSG;t;h;a;6;200kVp;2;3He;2;m;46;3,12;0,313;0,0615;1,328;N/A;0,34757577;0,057185685;1,321604559;0,104432965
227;13;furusawa00;72;HSG;t;h;a;6;200kVp;2;3He;2;m;53,8;2,61;0,313;0,0615;1,705;N/A;0,34757577;0,057185685;1,717739099;0,046999416
228;13;furusawa00;73;HSG;t;h;a;6;200kVp;2;3He;2;m;54;2,6;0,313;0,0615;1,889;N/A;0,34757577;0,057185685;1,897362054;0,052848491
229;13;furusawa00;74;HSG;t;h;a;6;200kVp;2;3He;2;m;70,3;1,79;0,313;0,0615;2,283;N/A;0,34757577;0,057185685;2,289006087;0
230;13;furusawa00;75;HSG;t;h;a;6;200kVp;2;3He;2;m;71;1,76;0,313;0,0615;2,564;N/A;0,34757577;0,057185685;1,779979508;0,3253151
231;13;furusawa00;76;HSG;t;h;a;6;200kVp;2;12C;6;m;22,5;126;0,313;0,0615;0,161;N/A;0,34757577;0,057185685;0,421976434;0,09676531
232;13;furusawa00;77;HSG;t;h;a;6;200kVp;2;12C;6;m;30;82,3;0,313;0,0615;0,429;N/A;0,34757577;0,057185685;0,433709705;0,081679406
233;13;furusawa00;78;HSG;t;h;a;6;200kVp;2;12C;6;m;30,3;81,1;0,313;0,0615;0,359;N/A;0,34757577;0,057185685;0,359645099;0,109962173
234;13;furusawa00;79;HSG;t;h;a;6;200kVp;2;12C;6;m;30,6;79,9;0,313;0,0615;0,483;N/A;0,34757577;0,057185685;0,4733245;0,11048254
235;13;furusawa00;80;HSG;t;h;a;6;200kVp;2;12C;6;m;40,2;55,4;0,313;0,0615;0,72;N/A;0,34757577;0,057185685;0,726120317;0,13484216
236;13;furusawa00;81;HSG;t;h;a;6;200kVp;2;12C;6;m;42,5;51,9;0,313;0,0615;0,805;N/A;0,34757577;0,057185685;0,801727857;0,098191795
237;13;furusawa00;82;HSG;t;h;a;6;200kVp;2;12C;6;m;50;42,1;0,313;0,0615;1,137;N/A;0,34757577;0,057185685;1,108551013;0,058418819
238;13;furusawa00;83;HSG;t;h;a;6;200kVp;2;12C;6;m;54,5;37,8;0,313;0,0615;1,01;N/A;0,34757577;0,057185685;1,004718625;0,131094198
239;13;furusawa00;84;HSG;t;h;a;6;200kVp;2;12C;6;m;80,6;24,5;0,313;0,0615;1,449;N/A;0,34757577;0,057185685;1,509373856;0
240;13;furusawa00;85;HSG;t;h;a;6;200kVp;2;12C;6;m;88;21,9;0,313;0,0615;1,68;N/A;0,34757577;0,057185685;1,699847935;0
241;13;furusawa00;86;HSG;t;h;a;6;200kVp;2;12C;6;m;137;12,9;0,313;0,0615;1,895;N/A;0,34757577;0,057185685;1,895490465;0
242;13;furusawa00;87;HSG;t;h;a;6;200kVp;2;12C;6;m;144;12,2;0,313;0,0615;1,507;N/A;0,34757577;0,057185685;1,282781822;0,059801055
243;13;furusawa00;88;HSG;t;h;a;6;200kVp;2;12C;6;m;147;11,8;0,313;0,0615;1,742;N/A;0,34757577;0,057185685;1,752233967;0
244;13;furusawa00;89;HSG;t;h;a;6;200kVp;2;12C;6;m;199;7,94;0,313;0,0615;1,712;N/A;0,34757577;0,057185685;1,702571509;0
245;13;furusawa00;90;HSG;t;h;a;6;200kVp;2;12C;6;m;247;5,84;0,313;0,0615;1,423;N/A;0,34757577;0,057185685;1,614351469;-0,049232241
246;13;furusawa00;91;HSG;t;h;a;6;200kVp;2;12C;6;m;267;5,32;0,313;0,0615;1,633;N/A;0,34757577;0,057185685;1,971045359;-0,08599386
247;13;furusawa00;92;HSG;t;h;a;6;200kVp;2;12C;6;m;333;3,88;0,313;0,0615;1,256;N/A;0,34757577;0,057185685;1,461470521;-0,042013865
248;13;furusawa00;93;HSG;t;h;a;6;200kVp;2;12C;6;m;360;3,42;0,313;0,0615;1,245;N/A;0,34757577;0,057185685;1,520476374;-0,082459794
249;13;furusawa00;94;HSG;t;h;a;6;200kVp;2;12C;6;m;467;2,22;0,313;0,0615;1,075;N/A;0,34757577;0,057185685;1,054850411;0
250;13;furusawa00;95;HSG;t;h;a;6;200kVp;2;12C;6;m;493;1,98;0,313;0,0615;1,035;N/A;0,34757577;0,057185685;1,032899021;0
251;13;furusawa00;96;HSG;t;h;a;6;200kVp;2;12C;6;m;502;1,92;0,313;0,0615;0,923;N/A;0,34757577;0,057185685;0,923946577;0
252;13;furusawa00;97;HSG;t;h;a;6;200kVp;2;20Ne;10;m;62;130;0,313;0,0615;0,739;N/A;0,34757577;0,057185685;0,738754722;0,078283523
253;13;furusawa00;98;HSG;t;h;a;6;200kVp;2;20Ne;10;m;72;103;0,313;0,0615;1,201;N/A;0,34757577;0,057185685;1,191486452;0,104599744
254;13;furusawa00;99;HSG;t;h;a;6;200kVp;2;20Ne;10;m;74,2;96,7;0,313;0,0615;1,135;N/A;0,34757577;0,057185685;1,129163484;0,124319934
255;13;furusawa00;100;HSG;t;h;a;6;200kVp;2;20Ne;10;m;77;88,7;0,313;0,0615;0,927;N/A;0,34757577;0,057185685;0,83159749;0,423484022
256;13;furusawa00;101;HSG;t;h;a;6;200kVp;2;20Ne;10;m;82;81,3;0,313;0,0615;1,735;N/A;0,34757577;0,057185685;1,8298765;0
257;13;furusawa00;102;HSG;t;h;a;6;200kVp;2;20Ne;10;m;83,7;79,3;0,313;0,0615;1,516;N/A;0,34757577;0,057185685;1,512893653;0,074837732
258;13;furusawa00;103;HSG;t;h;a;6;200kVp;2;20Ne;10;m;103;62,2;0,313;0,0615;2;N/A;0,34757577;0,057185685;2,011544101;0
259;13;furusawa00;104;HSG;t;h;a;6;200kVp;2;20Ne;10;m;116;54,4;0,313;0,0615;1,878;N/A;0,34757577;0,057185685;1,876179163;0
260;13;furusawa00;105;HSG;t;h;a;6;200kVp;2;20Ne;10;m;166;33,8;0,313;0,0615;1,947;N/A;0,34757577;0,057185685;1,952388019;0
261;13;furusawa00;106;HSG;t;h;a;6;200kVp;2;20Ne;10;m;169;33,2;0,313;0,0615;2,009;N/A;0,34757577;0,057185685;1,649520795;0,145325718
262;13;furusawa00;107;HSG;t;h;a;6;200kVp;2;20Ne;10;m;216;25,1;0,313;0,0615;1,849;N/A;0,34757577;0,057185685;1,844702336;0
263;13;furusawa00;108;HSG;t;h;a;6;200kVp;2;20Ne;10;m;239;14,3;0,313;0,0615;1,253;N/A;0,34757577;0,057185685;1,254299452;0
264;13;furusawa00;109;HSG;t;h;a;6;200kVp;2;20Ne;10;m;287;17,5;0,313;0,0615;1,338;N/A;0,34757577;0,057185685;1,812355772;-0,314818723
265;13;furusawa00;110;HSG;t;h;a;6;200kVp;2;20Ne;10;m;340;14,3;0,313;0,0615;1,211;N/A;0,34757577;0,057185685;1,212625576;0
266;13;furusawa00;111;HSG;t;h;a;6;200kVp;2;20Ne;10;m;343;14,1;0,313;0,0615;1,253;N/A;0,34757577;0,057185685;1,259352598;0
267;13;furusawa00;112;HSG;t;h;a;6;200kVp;2;20Ne;10;m;347;13,9;0,313;0,0615;1,315;N/A;0,34757577;0,057185685;1,310950887;0
268;13;furusawa00;113;HSG;t;h;a;6;200kVp;2;20Ne;10;m;361;13,3;0,313;0,0615;1,068;N/A;0,34757577;0,057185685;1,072233374;0
269;13;furusawa00;114;HSG;t;h;a;6;200kVp;2;20Ne;10;m;373;12,8;0,313;0,0615;0,998;N/A;0,34757577;0,057185685;0,998960535;0
270;13;furusawa00;115;HSG;t;h;a;6;200kVp;2;20Ne;10;m;445;9,65;0,313;0,0615;0,871;N/A;0,34757577;0,057185685;0,873351041;0
271;13;furusawa00;116;HSG;t;h;a;6;200kVp;2;20Ne;10;m;528;7,71;0,313;0,0615;0,829;N/A;0,34757577;0,057185685;0,699172574;0,024757357
272;13;furusawa00;117;HSG;t;h;a;6;200kVp;2;20Ne;10;m;654;5,58;0,313;0,0615;0,7;N/A;0,34757577;0,057185685;0,837515349;-0,016104491
273;13;furusawa00;118;T1;n;h;a;6;200kVp;3;12C;6;m;21,8;131;0,0305;0,0585;0,289;N/A;0,045971895;0,057130005;0,285514191;0,075516558
274;13;furusawa00;119;T1;n;h;a;6;200kVp;3;12C;6;m;21,8;131;0,0305;0,0585;0,155;N/A;0,045971895;0,057130005;0,145023716;0,095081767
275;13;furusawa00;120;T1;n;h;a;6;200kVp;3;12C;6;m;39,7;56,2;0,0305;0,0585;0,45;N/A;0,045971895;0,057130005;0,444098397;0,127875084
276;13;furusawa00;121;T1;n;h;a;6;200kVp;3;12C;6;m;39,8;56;0,0305;0,0585;0,243;N/A;0,045971895;0,057130005;0,229338982;0,121476273
277;13;furusawa00;122;T1;n;h;a;6;200kVp;3;12C;6;m;61,5;32,4;0,0305;0,0585;0,321;N/A;0,045971895;0,057130005;0,308623858;0,201194308
278;13;furusawa00;123;T1;n;h;a;6;200kVp;3;12C;6;m;80,4;24,5;0,0305;0,0585;0,69;N/A;0,045971895;0,057130005;0,691415743;0,281149198
279;13;furusawa00;124;T1;n;h;a;6;200kVp;3;12C;6;m;109;16,7;0,0305;0,0585;0,562;N/A;0,045971895;0,057130005;0,501178846;0,51736986
280;13;furusawa00;125;T1;n;h;a;6;200kVp;3;12C;6;m;144;12,2;0,0305;0,0585;0,827;N/A;0,045971895;0,057130005;0,813921416;0,298688943
281;13;furusawa00;126;T1;n;h;a;6;200kVp;3;12C;6;m;252;5,7;0,0305;0,0585;0,965;N/A;0,045971895;0,057130005;0;0,759053422
282;13;furusawa00;127;T1;n;h;a;6;200kVp;3;20Ne;10;m;61,9;130;0,0305;0,0585;0,216;N/A;0,045971895;0,057130005;0,187151345;0,262071238
283;13;furusawa00;128;T1;n;h;a;6;200kVp;3;20Ne;10;m;81,6;81,9;0,0305;0,0585;0,776;N/A;0,045971895;0,057130005;0,747355235;0,186434773
284;13;furusawa00;129;T1;n;h;a;6;200kVp;3;20Ne;10;m;81,8;81,6;0,0305;0,0585;0,611;N/A;0,045971895;0,057130005;0,606277225;0,239152727
285;13;furusawa00;130;T1;n;h;a;6;200kVp;3;20Ne;10;m;101;64,3;0,0305;0,0585;0,776;N/A;0,045971895;0,057130005;0,888727795;0,209028769
286;13;furusawa00;131;T1;n;h;a;6;200kVp;3;20Ne;10;m;103;61,9;0,0305;0,0585;0,685;N/A;0,045971895;0,057130005;0,656241305;0,24481684
287;13;furusawa00;132;T1;n;h;a;6;200kVp;3;20Ne;10;m;111;57,2;0,0305;0,0585;0,844;N/A;0,045971895;0,057130005;0,841646673;0,36668128
288;13;furusawa00;133;T1;n;h;a;6;200kVp;3;20Ne;10;m;166;33,8;0,0305;0,0585;0,998;N/A;0,045971895;0,057130005;0,988712978;0,160184891
289;13;furusawa00;134;T1;n;h;a;6;200kVp;3;20Ne;10;m;176;31,5;0,0305;0,0585;0,891;N/A;0,045971895;0,057130005;0,595617914;0,391475846
290;13;furusawa00;135;T1;n;h;a;6;200kVp;3;20Ne;10;m;222;24,2;0,0305;0,0585;1,121;N/A;0,045971895;0,057130005;1,122163185;0,024475635
291;13;furusawa00;136;T1;n;h;a;6;200kVp;3;20Ne;10;m;249;20,3;0,0305;0,0585;0,792;N/A;0,045971895;0,057130005;0,782953659;0,135288819
292;13;furusawa00;137;T1;n;h;a;6;200kVp;3;20Ne;10;m;262;19,2;0,0305;0,0585;0,849;N/A;0,045971895;0,057130005;0,850037229;0,131415932
293;13;furusawa00;138;T1;n;h;a;6;200kVp;3;20Ne;10;m;340;14,3;0,0305;0,0585;0,793;N/A;0,045971895;0,057130005;0,791741183;0,065891736
294;13;furusawa00;139;T1;n;h;a;6;200kVp;3;20Ne;10;m;361;13,3;0,0305;0,0585;0,735;N/A;0,045971895;0,057130005;0,730869692;0,054492533
295;14;suzuki00;1;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;13,3;271,2;0,428;0,052;0,565;0,047;0,461520416;0,046836946;0,536330967;0,050120067
296;14;suzuki00;2;HFL-III;n;h;a;6;200kVp;2;12C;6;m;13,3;271,2;0,415;0,062;0,543;0,066;0,424903833;0,060436167;0,673209229;0,03672118
297;14;suzuki00;3;LC-1sq;t;h;a;6;200kVp;3;12C;6;m;13,3;271,2;0,245;0,127;0,492;0,069;0,305657064;0,119312049;0,568034056;0,058690918
298;14;suzuki00;4;A-549;t;h;a;6;200kVp;4;12C;6;m;13,3;271,2;0,075;0,045;0,218;0,044;0,065090017;0,045152037;0,278378152;0,037053508
299;14;suzuki00;5;C32TG;t;h;a;6;200kVp;5;12C;6;m;13,3;271,2;0,251;0,04;0,337;0,041;0,268671746;0,035671603;0,347592614;0,039743011
300;14;suzuki00;6;Marcus;t;h;a;6;200kVp;6;12C;6;m;13,3;271,2;0,178;0,047;0,308;0,058;0,213207782;0,042421879;0,341460481;0,052631531
301;14;suzuki00;7;U-251MGKO;t;h;a;6;200kVp;7;12C;6;m;13,3;271,2;-0,0825;0,09533;0,109;0,097;0;0,081562886;0,109267827;0,093850921
302;14;suzuki00;8;SK-MG-1;t;h;a;6;200kVp;8;12C;6;m;13,3;271,2;0,109;0,053;0,222;0,053;0,115938111;0,050541825;0,234738621;0,050150566
303;14;suzuki00;9;KNS-89;t;h;a;6;200kVp;9;12C;6;m;13,3;271,2;0,053;0,09;0,129;0,102;0;0,09532845;0,152912405;0,098364802
304;14;suzuki00;10;KS-1;t;h;a;6;200kVp;10;12C;6;m;13,3;271,2;0,745;0,035;0,897;0,029;0,748562845;0,034349707;0,858053347;0,034635798
305;14;suzuki00;11;A-172;t;h;a;6;200kVp;11;12C;6;m;13,3;271,2;0,363;0,081;0,848;0,019;0,440768422;0,068785585;1,01390514;0
306;14;suzuki00;12;ONS-76;t;h;a;6;200kVp;12;12C;6;m;13,3;271,2;0,096;0,09;0,184;0,129;0;0,104344814;0,100976944;0,144121188
307;14;suzuki00;13;KNS-60;t;h;a;6;200kVp;13;12C;6;m;13,3;271,2;0,032;0,048;0,181;0,056;0,047007322;0,04658969;0,217005409;0,051131022
308;14;suzuki00;14;Becker;t;h;a;6;200kVp;14;12C;6;m;13,3;271,2;0,1;0,022;0,129;0,024;0,087033843;0,02322627;0,185575944;0,018385095
309;14;suzuki00;15;T98G;t;h;a;6;200kVp;15;12C;6;m;13,3;271,2;0,064;0,046;0,127;0,065;0,056328707;0,046617225;0,114204839;0,066256961
310;14;suzuki00;16;SF126;t;h;a;6;200kVp;16;12C;6;m;13,3;271,2;0,211;0,064;0,399;0,061;0,232068743;0,060423432;0,439046827;0,054728686
311;14;suzuki00;17;NB1RGB;n;h;a;6;200kVp;1;12C;6;m;77,1;25,1;0,428;0,052;1,696;-0,06203;0,461520416;0,046836946;1,698806172;-0,060705172
312;14;suzuki00;18;HFL-III;n;h;a;6;200kVp;2;12C;6;m;77,1;25,1;0,415;0,062;1,685;-0,02719;0,424903833;0,060436167;1,975512988;-0,13272637
313;14;suzuki00;19;LC-1sq;t;h;a;6;200kVp;3;12C;6;m;77,1;25,1;0,245;0,127;1,461;0,061;0,305657064;0,119312049;1,665869615;0
314;14;suzuki00;20;A-549;t;h;a;6;200kVp;4;12C;6;m;77,1;25,1;0,075;0,045;0,721;0,052;0,065090017;0,045152037;0,792684564;0,042400384
315;14;suzuki00;21;C32TG;t;h;a;6;200kVp;5;12C;6;m;77,1;25,1;0,251;0,04;1,123;0,016;0,268671746;0,035671603;1,161848657;0
316;14;suzuki00;22;Marcus;t;h;a;6;200kVp;6;12C;6;m;77,1;25,1;0,178;0,047;0,733;0,137;0,213207782;0,042421879;0,478169731;0,250920703
317;14;suzuki00;23;U-251MGKO;t;h;a;6;200kVp;7;12C;6;m;77,1;25,1;-0,0825;0,09533;0,467;0,189;0;0,081562886;0,626031019;0,145780141
318;14;suzuki00;24;SK-MG-1;t;h;a;6;200kVp;8;12C;6;m;77,1;25,1;0,109;0,053;0,619;0,129;0,115938111;0,050541825;0,690187685;0,108142198
319;14;suzuki00;25;KNS-89;t;h;a;6;200kVp;9;12C;6;m;77,1;25,1;0,053;0,09;0,645;0,15;0;0,09532845;0,744094234;0,13343832
320;14;suzuki00;26;KS-1;t;h;a;6;200kVp;10;12C;6;m;77,1;25,1;0,745;0,035;2,235;-0,14189;0,748562845;0,034349707;2,212576967;-0,133913979
321;14;suzuki00;27;A-172;t;h;a;6;200kVp;11;12C;6;m;77,1;25,1;0,363;0,081;2,056;-0,08157;0,440768422;0,068785585;2,215499282;-0,13166546
322;14;suzuki00;28;ONS-76;t;h;a;6;200kVp;12;12C;6;m;77,1;25,1;0,096;0,09;0,664;0,405;0;0,104344814;0,678439015;0,397350216
323;14;suzuki00;29;KNS-60;t;h;a;6;200kVp;13;12C;6;m;77,1;25,1;0,032;0,048;0,816;0,041;0,047007322;0,04658969;0,902265839;0,027506695
324;14;suzuki00;30;Becker;t;h;a;6;200kVp;14;12C;6;m;77,1;25,1;0,1;0,022;0,316;0,073;0,087033843;0,02322627;0,285496043;0,077842513
325;14;suzuki00;31;T98G;t;h;a;6;200kVp;15;12C;6;m;77,1;25,1;0,064;0,046;0,432;0,09;0,056328707;0,046617225;0,496300293;0,082793662
