ExpID;Publication;PublicationName;IonExp;Cells;CellClass;CellOrigin;CellCycle;DNAcontent;PhotonRadiation;PhotonExp;Ion;Charge;IrradiationConditions;LET;Energy;ax_paper;bx_paper;ai_paper;bi_paper;ax_fit;bx_fit;ai_fit;bi_fit
811;65;takahashi04;10;H1299tp53-null;t;h;a;6;200kVp;5;12C;6;m;70;28,5;N/A;N/A;N/A;N/A;0;0,016569684;0,24541852;0,074086396
812;65;takahashi04;11;H1299tp53-null;t;h;a;6;200kVp;6;12C;6;m;70;28,5;N/A;N/A;N/A;N/A;0;0,017778995;0;0,111440254
813;65;takahashi04;12;H1299tp53-null;t;h;a;6;200kVp;5;12C;6;m;100;18,5;N/A;N/A;N/A;N/A;0;0,016569684;0,299283893;0,11816533
814;66;matsuzaki98;1;OCUB-M;t;h;a;6;200kVp;1;12C;6;s;80;24;0,28;0,044;1,428;-0,014;0,291844312;0,041415209;1,342326297;0
815;66;matsuzaki98;2;CRL-1500;t;h;a;6;200kVp;2;12C;6;s;80;24;0,343;0,077;1,711;0,021;0,351528781;0,076341945;1,774545513;0
816;66;matsuzaki98;3;YMB-1;t;h;a;6;200kVp;3;12C;6;s;80;24;0,682;0,032;1,986;-0,112;0,676522182;0,033277504;1,953649829;-0,105078718
817;67;kronenberg09;1;Aprt;n;r;a;5,6;150kVp;1;56Fe;26;m;151,4;1000;0,556;0;1,087;0;0,422788377;0,020597394;1,104750938;0
818;68;hamada06;1;AG01522;n;h;a;6;60Co;1;4He;2;m;16,2;11,5;0,45;0;0,649;0;0,561809123;-0,017697692;0,650494566;0
819;68;hamada06;2;AG01522;n;h;a;6;60Co;1;12C;6;m;76,3;25,5;0,45;0;1,337;0;0,561809123;-0,017697692;1,331220971;0
820;68;hamada06;3;AG01522;n;h;a;6;60Co;1;12C;6;m;108;17;0,45;0;1,751;0;0,561809123;-0,017697692;1,948359292;-0,078239801
821;68;hamada06;4;AG01522;n;h;a;6;60Co;1;20Ne;10;m;321;15;0,45;0;1,508;0;0,561809123;-0,017697692;1,467185687;0
822;68;hamada06;5;AG01522;n;h;a;6;60Co;1;20Ne;10;m;437;10;0,45;0;1,233;0;0,561809123;-0,017697692;N/A;N/A
823;68;hamada06;6;AG01522;n;h;a;6;60Co;1;40Ar;18;m;1610;7;0,45;0;0,373;0;0,561809123;-0,017697692;0,558536387;-0,028753359
824;69;zhou06;1;V79;n;r;a;5,6;200kVp;1;12C;6;m;100;18,5;N/A;N/A;N/A;N/A;0,119579127;0,025459033;0,760119844;0,054278538
825;70;jenner93;1;V79;n;r;a;5,6;60Co;1;4He;2;m;120;0,81;N/A;N/A;N/A;N/A;0;0,029444921;1,516517715;0
826;71;furusawa02;1;V79;n;r;a;5,6;150kVp;1;40Ar;18;m;86;575;N/A;N/A;N/A;N/A;0,178387567;0,028019433;0,881765215;0,023380854
827;71;furusawa02;2;V79;n;r;a;5,6;150kVp;2;56Fe;26;m;442;115;N/A;N/A;N/A;N/A;0,21933793;0,012893717;0,927119161;-0,029519369
828;72;takahashi01;1;SASmp53;t;h;a;6;150kVp;1;12C;6;m;30;83;N/A;N/A;N/A;N/A;0,122512097;0,024062789;0,101195008;0,091183704
829;72;takahashi01;2;SASmp53;t;h;a;6;150kVp;1;12C;6;m;70;28,5;N/A;N/A;N/A;N/A;0,122512097;0,024062789;0,37808333;0,165694112
830;72;takahashi01;3;SASmp53;t;h;a;6;150kVp;1;12C;6;m;100;18,5;N/A;N/A;N/A;N/A;0,122512097;0,024062789;0,879504514;0,089540321
831;72;takahashi01;4;SASmp53;t;h;a;6;150kVp;1;12C;6;m;150;11;N/A;N/A;N/A;N/A;0,122512097;0,024062789;0,816628373;0
832;72;takahashi01;5;SASneo;t;h;a;6;150kVp;2;12C;6;m;30;83;N/A;N/A;N/A;N/A;0,268220985;0,021267439;0,172734539;0,096416161
833;72;takahashi01;6;SASneo;t;h;a;6;150kVp;2;12C;6;m;70;28,5;N/A;N/A;N/A;N/A;0,268220985;0,021267439;0,509213425;0,13849683
834;72;takahashi01;7;SASneo;t;h;a;6;150kVp;2;12C;6;m;100;18,5;N/A;N/A;N/A;N/A;0,268220985;0,021267439;1,201529877;0
835;72;takahashi01;8;SASneo;t;h;a;6;150kVp;2;12C;6;m;150;11;N/A;N/A;N/A;N/A;0,268220985;0,021267439;0,593689799;0,094918207
836;73;bettega05;1;AG1522;n;h;a;6;60Co;1;56Fe;26;m;442;200;N/A;N/A;N/A;N/A;0,784012734;0;0,525664582;0,39957658
837;73;bettega05;2;AG1522;n;h;a;6;60Co;1;56Fe;26;m;200;500;N/A;N/A;N/A;N/A;0,784012734;0;1,231215499;0,167309687
838;73;bettega05;3;AG1522;n;h;a;6;60Co;1;56Fe;26;m;147;1000;N/A;N/A;N/A;N/A;0,784012734;0;0,910850969;0,562156518
839;73;bettega05;4;AG1522;n;h;a;6;60Co;1;48Ti;22;m;106;970;N/A;N/A;N/A;N/A;0,784012734;0;0,821278691;0,421096454
840;73;bettega05;5;AG1522;n;h;a;6;60Co;1;28Si;14;m;56;490;N/A;N/A;N/A;N/A;0,784012734;0;0,780003869;0,513873447
841;74;ibanez09;1;B16-F0;t;r;a;5,6;137Cs;1;1H;1;m;3,4;14,4;0,1;0,046;0,073;0,049;0;0,059773855;0;0,060117946
842;74;ibanez09;2;B16-F0;t;r;a;5,6;137Cs;1;1H;1;m;14;2,9;0,1;0,046;0,61;0;0;0,059773855;0,807406657;-0,038844227
843;74;ibanez09;3;B16-F0;t;r;a;5,6;137Cs;1;6Li;3;m;135;2,33;0,1;0,046;1,24;0;0;0,059773855;1,801988922;-0,233490711
844;75;hellweg11;1;HEK;n;h;a;6;150kVp;1;13C;6;m;33,2;72,4;N/A;N/A;N/A;N/A;0,207909761;0,116461556;1,37714727;0
845;75;hellweg11;2;HEK;n;h;a;6;150kVp;1;13C;6;m;73,2;27,8;N/A;N/A;N/A;N/A;0,207909761;0,116461556;1,468879102;0,050172077
846;76;napolitano92;1;C3H10T1/2;n;r;G0/G1;5,6;80kVp;1;4He;2;m;177;0,45;0,27;0,03;1,3;0;0,447252591;0;1,383497525;0
847;77;hill04;1;V79-4;n;r;a;5,6;250kVp;1;4He;2;m;121;0,815;0,111;0,03;1,65;0;0,110281545;0,031699447;2,018131978;-0,124857732
848;77;hill04;2;V79-4;n;r;a;5,6;250kVp;1;4He;2;m;121;0,815;0,111;0,03;1,38;0,102;0,110281545;0,031699447;1,988310101;-0,127992288
849;77;hill04;3;irs1;n;r;a;5,6;250kVp;2;4He;2;m;121;0,815;0,745;0;2,29;0;0,698277057;0,007953513;2,791659839;-0,26995374
850;77;hill04;4;irs2;n;r;a;5,6;250kVp;3;4He;2;m;121;0,815;0,609;0,071;2,63;0;0,685897461;0,061679818;3,05469946;-0,300286565
851;77;hill04;5;irs3;n;r;a;5,6;250kVp;4;4He;2;m;121;0,815;0,403;0,04;2,16;0;0,454543265;0,033943629;2,719000497;-0,341844793
852;77;hill04;6;CHO-K1;n;r;a;5,6;250kVp;5;4He;2;m;121;0,815;0,24;0,035;1,36;0;0,247762087;0,033321075;1,374004271;0
853;77;hill04;7;xrs5;n;r;a;5,6;250kVp;6;4He;2;m;121;0,815;1,86;0;2,91;0;2,11291568;-0,145719537;3,347406983;-0,764178886
854;78;antonelli15;1;AG01522;n;h;G0/G1;6;137Cs;1;12C;6;m;39,4;58;0,816;0;1,025;0;0,681394689;0,020292794;1,022942824;0
855;78;antonelli15;2;AG01522;n;h;G0/G1;6;137Cs;1;4He;2;m;125;0,75;0,816;0;2,432;0;0,681394689;0,020292794;2,850206125;-0,308190395
856;79;bettega09;1;CGL1;n;h;a;6;15MV;1;12C;6;m;13,8;270;0,22;0,033;0,29;0,023;0,333725736;0,008670686;0,202788271;0,047535593
857;79;bettega09;2;CGL1;n;h;a;6;15MV;1;12C;6;m;29,5;100;0,22;0,033;0,35;0,061;0,333725736;0,008670686;0,351044743;0,061371459
858;79;bettega09;3;CGL1;n;h;a;6;15MV;1;12C;6;m;172;11,4;0,22;0,033;1,5;0;0,333725736;0,008670686;1,613310236;0
859;80;beuve08;1;SCC61;t;h;a;6;250kVp;1;12C;6;m;33,6;72;0,39;0,024;1,08;0;0,355397276;0,031696421;1,079608802;0
860;80;beuve08;2;SCC61;t;h;a;6;250kVp;1;12C;6;m;184;9,8;0,39;0,024;2,1;0;0,355397276;0,031696421;2,102698621;0
861;80;beuve08;3;SCC61;t;h;a;6;250kVp;1;40Ar;18;m;302;85;0,39;0,024;1,2;0;0,355397276;0,031696421;1,501267846;-0,088793503
862;80;beuve08;4;SQ20B;t;h;a;6;250kVp;2;12C;6;m;33,6;72;0,11;0,037;0,76;0;0,061945211;0,046455704;0,561082774;0,047928919
863;80;beuve08;5;SQ20B;t;h;a;6;250kVp;2;12C;6;m;184;9,8;0,11;0,037;1;0;0,061945211;0,046455704;1,248336125;-0,069200706
864;80;beuve08;6;SQ20B;t;h;a;6;250kVp;2;40Ar;18;m;302;85;0,11;0,037;0,85;0;0,061945211;0,046455704;0,845937075;0
865;81;britten13;1;HEP2;t;h;a;6;120kVp;1;1H;1;s;5,3;8,6;0,143;0,038;0,166;0,058;0,254339874;0,024791538;0,23085135;0,046108947
866;81;britten13;2;HEP2;t;h;a;6;120kVp;1;1H;1;s;9;4,4;0,143;0,038;0,286;0,044;0,254339874;0,024791538;0,405003461;0,021178413
867;81;britten13;3;HEP2;t;h;a;6;120kVp;1;1H;1;s;20,5;1,4;0,143;0,038;0,598;0,017;0,254339874;0,024791538;0,407570125;0,046830739
868;81;britten13;4;HEP2;t;h;a;6;120kVp;1;1H;1;s;28,8;0,9;0,143;0,038;0,555;0,053;0,254339874;0,024791538;0,693643887;0,023365177
869;81;britten13;5;HEP2;t;h;a;6;120kVp;1;1H;1;s;7,8;5,3;0,143;0,038;0,344;0,044;0,254339874;0,024791538;0,345255019;0,043044836
870;81;britten13;6;HEP2;t;h;a;6;120kVp;1;1H;1;s;11;3,4;0,143;0,038;0,385;0,051;0,254339874;0,024791538;0,40231782;0,044669608
871;81;britten13;7;HEP2;t;h;a;6;120kVp;1;1H;1;s;13,6;2,55;0,143;0,038;0,372;0,063;0,254339874;0,024791538;0,278950588;0,079847584
872;81;britten13;8;V79;n;r;a;5,6;120kVp;2;1H;1;s;5,3;8,6;0,016;0,032;0,024;0,033;0,137400273;0,021229366;0,126227843;0,02148078
873;81;britten13;9;V79;n;r;a;5,6;120kVp;2;1H;1;s;20,5;1,4;0,016;0,032;0,018;0,048;0,137400273;0,021229366;0,057498527;0,042659638
874;81;britten13;10;V79;n;r;a;5,6;120kVp;2;1H;1;s;28,8;0,9;0,016;0,032;0,016;0,033;0,137400273;0,021229366;0,079729635;0,06301455
875;82;chaudhary14;1;AG01522;n;h;a;6;225kVp;1;1H;1;m;1,11;59;0,54;0,062;0,75;0,119;0,663097299;0,080429549;0,749705793;0,116683349
876;82;chaudhary14;2;AG01522;n;h;a;6;225kVp;1;1H;1;m;4,02;10,8;0,54;0,062;1,02;0,061;0,663097299;0,080429549;1,008246367;0,082138105
877;82;chaudhary14;3;AG01522;n;h;a;6;225kVp;1;1H;1;m;7;6;0,54;0,062;1,29;0,041;0,663097299;0,080429549;1,360870723;0
878;82;chaudhary14;4;AG01522;n;h;a;6;225kVp;1;1H;1;m;11,9;3,05;0,54;0,062;1,7;0,079;0,663097299;0,080429549;1,82658577;-0,083903048
879;82;chaudhary14;5;AG01522;n;h;a;6;225kVp;1;1H;1;m;18;1,7;0,54;0,062;1,87;0,074;0,663097299;0,080429549;1,876166552;0
880;82;chaudhary14;6;AG01522;n;h;a;6;225kVp;1;1H;1;m;22,6;1,25;0,54;0,062;2,43;0,057;0,663097299;0,080429549;2,482859573;-0,07951865
881;82;chaudhary14;7;AG01522;n;h;a;6;225kVp;1;1H;1;s;1,2;53;0,54;0,062;0,66;0,117;0,663097299;0,080429549;0,645521236;0,117365448
882;82;chaudhary14;8;AG01522;n;h;a;6;225kVp;1;1H;1;s;2,6;20,3;0,54;0,062;0,89;0,075;0,663097299;0,080429549;0,893760211;0,069189971
883;82;chaudhary14;9;AG01522;n;h;a;6;225kVp;1;1H;1;s;4,5;10,6;0,54;0,062;1,15;0,047;0,663097299;0,080429549;1,178434423;0,039280494
884;82;chaudhary14;10;AG01522;n;h;a;6;225kVp;1;1H;1;s;13,4;2,6;0,54;0,062;1,36;0,037;0,663097299;0,080429549;1,31730854;0,05362292
885;82;chaudhary14;11;AG01522;n;h;a;6;225kVp;1;1H;1;s;21,7;1,32;0,54;0,062;1,61;0,023;0,663097299;0,080429549;1,656260545;0
886;82;chaudhary14;12;AG01522;n;h;a;6;225kVp;1;1H;1;s;25,9;1,02;0,54;0,062;2,01;0,011;0,663097299;0,080429549;2,281557061;-0,129081616
887;82;chaudhary14;13;U-87;t;h;a;6;225kVp;2;1H;1;m;1,11;59;0,11;0,06;0,14;0,064;0,106352976;0,055657533;0,172995332;0,055950899
888;82;chaudhary14;14;U-87;t;h;a;6;225kVp;2;1H;1;m;4,02;10,8;0,11;0,06;0,17;0,065;0,106352976;0,055657533;0,193583084;0,062344042
889;82;chaudhary14;15;U-87;t;h;a;6;225kVp;2;1H;1;m;7;6;0,11;0,06;0,22;0,071;0,106352976;0,055657533;0,236111443;0,066909068
890;82;chaudhary14;16;U-87;t;h;a;6;225kVp;2;1H;1;m;11,9;3,05;0,11;0,06;0,44;0,045;0,106352976;0,055657533;0,643904466;0
891;82;chaudhary14;17;U-87;t;h;a;6;225kVp;2;1H;1;m;18;1,7;0,11;0,06;0,77;0,008;0,106352976;0,055657533;0,696989342;0,027164634
892;82;chaudhary14;18;U-87;t;h;a;6;225kVp;2;1H;1;m;22,6;1,25;0,11;0,06;0,9;0,01;0,106352976;0,055657533;0,969226283;0
893;82;chaudhary14;19;U-87;t;h;a;6;225kVp;2;1H;1;s;1,2;53;0,11;0,06;0,16;0,056;0,106352976;0,055657533;0,165379085;0,056469799
894;82;chaudhary14;20;U-87;t;h;a;6;225kVp;2;1H;1;s;2,6;20,3;0,11;0,06;0,19;0,058;0,106352976;0,055657533;0,188606306;0,05803197
895;82;chaudhary14;21;U-87;t;h;a;6;225kVp;2;1H;1;s;4,5;10,6;0,11;0,06;0,22;0,064;0,106352976;0,055657533;0,218781765;0,062154212
896;82;chaudhary14;22;U-87;t;h;a;6;225kVp;2;1H;1;s;13,4;2,6;0,11;0,06;0,31;0,056;0,106352976;0,055657533;0,46895883;0,035672781
897;82;chaudhary14;23;U-87;t;h;a;6;225kVp;2;1H;1;s;21,7;1,32;0,11;0,06;0,41;0,056;0,106352976;0,055657533;0,781563928;0,006557038
898;82;chaudhary14;24;U-87;t;h;a;6;225kVp;2;1H;1;s;25,9;1,02;0,11;0,06;0,5;0,064;0,106352976;0,055657533;0,888187181;0,005594663
899;83;cox77n;1;HF19;n;h;a;6;N/A;1;4He;2;m;20;9;0,792;0;1,09;0;N/A;N/A;N/A;N/A
900;83;cox77n;2;HF19;n;h;a;6;N/A;1;4He;2;m;28;6;0,792;0;1,25;0;N/A;N/A;N/A;N/A
901;83;cox77n;3;HF19;n;h;a;6;N/A;1;4He;2;m;50;2,8;0,792;0;1,98;0;N/A;N/A;N/A;N/A
902;83;cox77n;4;HF19;n;h;a;6;N/A;1;4He;2;m;70;1,7;0,792;0;2,57;0;N/A;N/A;N/A;N/A
903;83;cox77n;5;HF19;n;h;a;6;N/A;1;4He;2;m;90;1,16;0,792;0;3,16;0;N/A;N/A;N/A;N/A
904;83;cox77n;6;HF19;n;h;a;6;N/A;1;11B;5;m;110;10,6;0,792;0;2,96;0;N/A;N/A;N/A;N/A
905;83;cox77n;7;HF19;n;h;a;6;N/A;1;11B;5;m;160;6,6;0,792;0;2,79;0;N/A;N/A;N/A;N/A
906;83;cox77n;8;HF19;n;h;a;6;N/A;1;11B;5;m;200;4,9;0,792;0;2;0;N/A;N/A;N/A;N/A
907;83;cox77n;9;HF19;n;h;a;6;N/A;1;14N;7;m;470;3,4;0,792;0;1,38;0;N/A;N/A;N/A;N/A
908;83;cox77n;10;V79;n;r;a;5,6;N/A;2;4He;2;m;20;9;0,143;0,026;0,49;0,018;N/A;N/A;N/A;N/A
909;83;cox77n;11;V79;n;r;a;5,6;N/A;2;4He;2;m;28;6;0,143;0,026;0,55;0,042;N/A;N/A;N/A;N/A
910;83;cox77n;12;V79;n;r;a;5,6;N/A;2;4He;2;m;50;2,8;0,143;0,026;0,93;0,025;N/A;N/A;N/A;N/A
911;83;cox77n;13;V79;n;r;a;5,6;N/A;2;4He;2;m;70;1,7;0,143;0,026;0,96;0,097;N/A;N/A;N/A;N/A
912;83;cox77n;14;V79;n;r;a;5,6;N/A;2;4He;2;m;90;1,16;0,143;0,026;1,29;0,07;N/A;N/A;N/A;N/A
913;83;cox77n;15;V79;n;r;a;5,6;N/A;2;11B;5;m;110;10,6;0,143;0,026;0,74;0,14;N/A;N/A;N/A;N/A
914;83;cox77n;16;V79;n;r;a;5,6;N/A;2;11B;5;m;200;4,9;0,143;0,026;1,12;0,19;N/A;N/A;N/A;N/A
915;83;cox77n;17;V79;n;r;a;5,6;N/A;2;14N;7;m;470;3,4;0,143;0,026;0,88;-0,019;N/A;N/A;N/A;N/A
916;84;folkard89;1;V79;n;r;a;5,6;250kVp;1;1H;1;m;17;1,9;0,11;0,027;0,13;0,078;N/A;N/A;0,480197181;0,024506508
917;84;folkard89;2;V79;n;r;a;5,6;250kVp;1;1H;1;m;24;1,15;0,11;0,027;0,33;0,066;N/A;N/A;0,307618808;0,069335979
918;84;folkard89;3;V79;n;r;a;5,6;250kVp;1;1H;1;m;32;0,76;0,11;0,027;0,03;0;N/A;N/A;1,196511558;-0,022639741
919;84;folkard89;4;V79;n;r;a;5,6;250kVp;1;4He;2;m;105;0,95;0,11;0,027;1,31;0;N/A;N/A;1,523751461;-0,037117503
920;85;franken11;1;SW-1573;t;h;a;6;137Cs;1;4He;2;m;130;1;0,15;N/A;2,2;0;0,255600762;0,027872835;2,145889947;0
921;86;frankenberg09;1;AA8;n;r;G1;5,6;200kVp;1;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;0,143692026;0,041629736;1,122643976;0
922;86;frankenberg09;2;AA8;n;r;S;5,6;200kVp;2;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;0;0,031307333;1,379700535;0
923;86;frankenberg09;3;UV41;n;r;G1;5,6;200kVp;3;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;0,197156259;0,033998685;1,134675638;-0,016231686
924;86;frankenberg09;4;UV41;n;r;S;5,6;200kVp;4;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;0,21442794;0,058436499;2,631401353;-0,275341355
925;86;frankenberg09;5;irs1SF;n;r;G1;5,6;200kVp;5;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;0,245447887;0,091899862;1,702343385;-0,123909067
926;86;frankenberg09;6;irs1SF;n;r;S;5,6;200kVp;6;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;0,595020983;0,145387342;2,716893615;0
927;86;frankenberg09;7;V3;n;r;G1;5,6;200kVp;7;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;2,161316335;0,139679132;1,79806251;0
928;86;frankenberg09;8;V3;n;r;S;5,6;200kVp;8;4He;2;m;124;0,85;N/A;N/A;N/A;N/A;0,381909994;0,07337566;1,69764303;0
929;87;gerelchuluun11;1;ONS76;t;h;a;6;10MV;1;1H;1;s;2,2;25;0,12;0,03;0,15;0,03;0,127515394;0,039023599;0,105274285;0,049817661
930;87;gerelchuluun11;2;MOLT4;t;h;a;6;10MV;2;1H;1;s;2,2;25;0,57;0,82;0,82;0,73;0,898080675;0,478125456;1,870248564;0
931;88;gerelchuluun15;1;V79;n;r;a;5,6;137Cs;1;1H;1;s;2,2;25;0,05;0,04;0,05;0,05;0,113468998;0,026861892;0,120694736;0,029118253
932;88;gerelchuluun15;2;V79;n;r;a;5,6;137Cs;1;12C;6;s;50;45;0,05;0,04;0,59;0,02;0,113468998;0,026861892;0,767702314;-0,018636584
933;88;gerelchuluun15;3;AA8;n;r;a;5,6;137Cs;2;1H;1;s;2,2;25;0,23;0,05;0,25;0,03;0,33893527;0,022502449;0,209318323;0,033043279
934;88;gerelchuluun15;4;AA8;n;r;a;5,6;137Cs;2;12C;6;s;50;45;0,23;0,05;0,51;0,03;0,33893527;0,022502449;0,458647812;0,049122501
935;88;gerelchuluun15;5;irs1;n;r;a;5,6;137Cs;3;1H;1;s;2,2;25;0,59;0;0,38;0,06;0,68866698;-0,056335468;0,391510483;0,052397557
936;88;gerelchuluun15;6;irs1;n;r;a;5,6;137Cs;3;12C;6;s;50;45;0,59;0;0,84;0;0,68866698;-0,056335468;0,84408992;-0,036078745
937;88;gerelchuluun15;7;irs1SF;n;r;a;5,6;137Cs;4;1H;1;s;2,2;25;0,46;0,43;0,48;0,35;0,908576911;0,062807391;0,746874272;0,099329804
938;88;gerelchuluun15;8;irs1SF;n;r;a;5,6;137Cs;4;12C;6;s;50;45;0,46;0,43;1,63;0,27;0,908576911;0,062807391;1,478099807;0
939;88;gerelchuluun15;9;XR1;n;r;a;5,6;137Cs;5;1H;1;s;2,2;25;1,04;0,00034;1,01;0;1,058429051;-0,06038485;0,827958406;0
940;88;gerelchuluun15;10;XR1;n;r;a;5,6;137Cs;5;12C;6;s;50;45;1,04;0,00034;0,92;0,1;1,058429051;-0,06038485;0,951136804;0
941;88;gerelchuluun15;11;V3;n;r;a;5,6;137Cs;6;1H;1;s;2,2;25;1,93;0,18;1,38;0,34;1,753126306;-0,111315188;1,552429049;-0,04829029
942;88;gerelchuluun15;12;V3;n;r;a;5,6;137Cs;6;12C;6;s;50;45;1,93;0,18;2,39;0;1,753126306;-0,111315188;1,915418648;-0,079559776
943;89;habermehl14;1;HepG2;t;h;a;6;N/A;1;12C;6;s;112;16,3;0,1482;0,0927;1,733;-0,1685;0;0,107711606;1,056148963;0
944;89;habermehl14;2;HepG2;t;h;a;6;N/A;1;16O;8;s;146;11,8;0,1482;0,0927;1,65;-0,20857;0;0,107711606;1,193106279;-0,058514234
945;89;habermehl14;3;Hep3B;t;h;a;6;N/A;1;12C;6;s;112;16,3;0,3966;0,02301;0,8659;0,4962;0;0,107711606;0,585618376;0,576315151
946;89;habermehl14;4;Hep3B;t;h;a;6;N/A;1;16O;8;s;146;11,8;0,3966;0,02301;1,398;0,1028;0;0,107711606;1,380197925;0,10998265
947;89;habermehl14;5;HuH7;t;h;a;6;N/A;1;12C;6;s;112;16,3;0,2973;0,03963;1,892;-0,1272;0;0,107711606;1,377941876;0
948;89;habermehl14;6;HuH7;t;h;a;6;N/A;1;16O;8;s;146;11,8;0,2973;0,03963;1,527;-0,01935;0;0,107711606;1,464599421;0
949;89;habermehl14;7;PLC;t;h;a;6;N/A;1;12C;6;s;112;16,3;0,3817;0,01244;1,531;-0,07204;0;0,107711606;1,280089111;0
950;89;habermehl14;8;PLC;t;h;a;6;N/A;1;16O;8;s;146;11,8;0,3817;0,01244;0,6025;0,06914;0;0,107711606;0,654230237;0,05441657
951;90;kraft85;1;AT-25F;t;h;a;6;N/A;1;28Si;14;m;118;320;N/A;N/A;N/A;N/A;1,689681643;0;3,305096216;-0,181179006
952;90;kraft85;2;AT-25F;t;h;a;6;N/A;1;56Fe;26;m;200;800;N/A;N/A;N/A;N/A;1,689681643;0;2,164421037;0
953;90;kraft85;3;AT-25F;t;h;a;6;N/A;1;40Ar;18;m;637;330;N/A;N/A;N/A;N/A;1,689681643;0;1,38882106;-0,07215677
954;90;kraft85;4;AT-25F;t;h;a;6;N/A;1;238U;92;m;1900;960;N/A;N/A;N/A;N/A;1,689681643;0;0,465589021;0
955;90;kraft85;5;AT-25F;t;h;a;6;N/A;1;238U;92;m;15700;8;N/A;N/A;N/A;N/A;1,689681643;0;0,039808677;0
956;90;kraft85;6;T1;t;h;a;6;N/A;2;28Si;14;m;118;320;N/A;N/A;N/A;N/A;0,247268927;0,020592988;0,219872095;0,348228966
957;90;kraft85;7;T1;t;h;a;6;N/A;2;56Fe;26;m;200;800;N/A;N/A;N/A;N/A;0,247268927;0,020592988;0,437644339;0,194292436
958;90;kraft85;8;T1;t;h;a;6;N/A;2;40Ar;18;m;637;330;N/A;N/A;N/A;N/A;0,247268927;0,020592988;0,443707292;0,071559214
959;90;kraft85;9;T1;t;h;a;6;N/A;2;238U;92;m;2600;430;N/A;N/A;N/A;N/A;0,247268927;0,020592988;0,310083264;0
960;90;kraft85;10;T1;t;h;a;6;N/A;2;238U;92;m;1900;960;N/A;N/A;N/A;N/A;0,247268927;0,020592988;0,218328069;0,061696756
961;90;kraft85;11;T1;t;h;a;6;N/A;2;238U;92;m;15700;8;N/A;N/A;N/A;N/A;0,247268927;0,020592988;0,048164832;-1,41E-05
962;90;kraft85;12;T1;t;h;a;6;N/A;2;238U;92;m;2600;400;N/A;N/A;N/A;N/A;0,247268927;0,020592988;0,288388405;0,009944749
963;91;manti12;1;AG01522;n;h;a;6;225kVp;1;1H;1;m;11;3,3;N/A;N/A;N/A;N/A;0,218233887;0,0754073;1,056927517;-0,06372496
964;91;manti12;2;AG01522;n;h;a;6;225kVp;1;1H;1;s;4;12;N/A;N/A;N/A;N/A;0,218233887;0,0754073;0,597087507;0,021708456
965;92;petrovic10;1;HTB140;t;h;a;6;60Co;1;1H;1;s;2,6;20;0,036;0;0,061;0;0,031997474;0;0,096078462;-0,003617567
966;92;petrovic10;2;HTB140;t;h;a;6;60Co;1;1H;1;s;4,7;10;0,036;0;0,073;0;0,031997474;0;0,101126492;-0,002966018
967;92;petrovic10;3;HTB140;t;h;a;6;60Co;1;1H;1;s;10,1;3,8;0,036;0;0,104;0;0,031997474;0;0,145370701;-0,005271404
968;92;petrovic10;4;HTB140;t;h;a;6;60Co;1;1H;1;s;18,8;1,6;0,036;0;0,267;0;0,031997474;0;0,436102609;-0,057287107
969;93;raju78;1;T1;n;h;a;6;250kVp;1;4He;2;m;1,8;199;N/A;N/A;N/A;N/A;0,169588981;0,025666021;0,201519304;0,026087083
970;93;raju78;2;T1;n;h;a;6;250kVp;1;4He;2;m;4,6;79;N/A;N/A;N/A;N/A;0,169588981;0,025666021;0,181789197;0,043462568
971;93;raju78;3;T1;n;h;a;6;250kVp;1;12C;6;m;11,3;372;N/A;N/A;N/A;N/A;0,169588981;0,025666021;0,565881047;0
972;93;raju78;4;T1;n;h;a;6;250kVp;1;12C;6;m;19,9;145;N/A;N/A;N/A;N/A;0,169588981;0,025666021;0,444646099;0,062555127
973;93;raju78;5;T1;n;h;a;6;250kVp;1;20Ne;10;m;38,8;352;N/A;N/A;N/A;N/A;0,169588981;0,025666021;0,8489355;0,034706647
974;93;raju78;6;T1;n;h;a;6;250kVp;1;20Ne;10;m;59,3;193;N/A;N/A;N/A;N/A;0,169588981;0,025666021;0,791477905;0,066934099
975;93;raju78;7;T1;n;h;a;6;250kVp;1;40Ar;18;m;102;430;N/A;N/A;N/A;N/A;0,169588981;0,025666021;1,030197677;0
976;93;raju78;8;T1;n;h;a;6;250kVp;1;40Ar;18;m;183;258;N/A;N/A;N/A;N/A;0,169588981;0,025666021;1,022629378;0
977;94;hamada08;1;Bcl-2;t;h;a;6;60Co;1;4He;2;m;16,2;12,5;N/A;N/A;N/A;N/A;0,26783845;0,007157645;0,42311934;0,055335818
978;94;hamada08;2;Bcl-2;t;h;a;6;60Co;1;12C;6;m;76,3;26,7;N/A;N/A;N/A;N/A;0,26783845;0,007157645;1,587044447;-0,028802118
979;94;hamada08;3;Bcl-2;t;h;a;6;60Co;1;12C;6;m;108;18,3;N/A;N/A;N/A;N/A;0,26783845;0,007157645;2,056938696;-0,139770316
